Major Head,Sub-Major Head,Minor Head,Sub-Minor Head,Detailed Head,Object Head,Voucher Head,Scheme,Area,Voted/Charged,row_id,Major Head Code,Sub-Major Head Code,Minor Head Code,Sub-Minor Head Code,Detailed Head Code,Object Head Code,Voucher Head Code,Scheme Code,Area Code,Voted/Charged Code,file_id,level_2_code,level_3_code,level_4_code,level_5_code,level_6_code,level_7_code,level_8_code,level_9_code,level_10_code,budget_for,year
Jails,NULL,Jails,District Jails,NULL,Salaries,Arrear Salary/DA,Establishment Expenditure,General Area,Voted,11,2056,0,101,486,0,1,12,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__1,2056__0__101__486__0__1__12,2056__0__101__486__0__1__12__ee,2056__0__101__486__0__1__12__ee__ga,2056__0__101__486__0__1__12__ee__ga__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Materials & Supplies,Others,Establishment Expenditure,General Area,Voted,12,2056,0,101,486,0,19,99,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__19,2056__0__101__486__0__19__99,2056__0__101__486__0__19__99__ee,2056__0__101__486__0__19__99__ee__ga,2056__0__101__486__0__19__99__ee__ga__v,jails,2019-20
Jails,NULL,Jail Manufacturers,NULL,NULL,Salaries,Pay,Establishment Expenditure,General Area,Voted,13,2056,0,102,0,0,1,1,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__102,2056__0__102__0,2056__0__102__0__0,2056__0__102__0__0__1,2056__0__102__0__0__1__1,2056__0__102__0__0__1__1__ee,2056__0__102__0__0__1__1__ee__ga,2056__0__102__0__0__1__1__ee__ga__v,jails,2019-20
Jails,NULL,Jail Manufacturers,NULL,NULL,Salaries,Dearness Allowance,Establishment Expenditure,General Area,Voted,14,2056,0,102,0,0,1,2,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__102,2056__0__102__0,2056__0__102__0__0,2056__0__102__0__0__1,2056__0__102__0__0__1__2,2056__0__102__0__0__1__2__ee,2056__0__102__0__0__1__2__ee__ga,2056__0__102__0__0__1__2__ee__ga__v,jails,2019-20
Jails,NULL,Other Expenditure,Open Air Jails,NULL,Salaries,Pay,Establishment Expenditure,General Area,Voted,15,2056,0,800,489,0,1,1,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__800,2056__0__800__489,2056__0__800__489__0,2056__0__800__489__0__1,2056__0__800__489__0__1__1,2056__0__800__489__0__1__1__ee,2056__0__800__489__0__1__1__ee__ga,2056__0__800__489__0__1__1__ee__ga__v,jails,2019-20
Jails,NULL,Other Expenditure,Open Air Jails,NULL,Salaries,Dearness Allowance,Establishment Expenditure,General Area,Voted,16,2056,0,800,489,0,1,2,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__800,2056__0__800__489,2056__0__800__489__0,2056__0__800__489__0__1,2056__0__800__489__0__1__2,2056__0__800__489__0__1__2__ee,2056__0__800__489__0__1__2__ee__ga,2056__0__800__489__0__1__2__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Salaries,Pay,Establishment Expenditure,General Area,Voted,17,2056,0,1,172,0,1,1,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__1,2056__0__1__172__0__1__1,2056__0__1__172__0__1__1__ee,2056__0__1__172__0__1__1__ee__ga,2056__0__1__172__0__1__1__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Salaries,Medical Allowance,Establishment Expenditure,General Area,Voted,18,2056,0,1,172,0,1,6,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__1,2056__0__1__172__0__1__6,2056__0__1__172__0__1__6__ee,2056__0__1__172__0__1__6__ee__ga,2056__0__1__172__0__1__6__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Salaries,House Rent Allowance,Establishment Expenditure,General Area,Voted,19,2056,0,1,172,0,1,7,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__1,2056__0__1__172__0__1__7,2056__0__1__172__0__1__7__ee,2056__0__1__172__0__1__7__ee__ga,2056__0__1__172__0__1__7__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Salaries,Medical Reimbursement,Establishment Expenditure,General Area,Voted,20,2056,0,1,172,0,1,8,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__1,2056__0__1__172__0__1__8,2056__0__1__172__0__1__8__ee,2056__0__1__172__0__1__8__ee__ga,2056__0__1__172__0__1__8__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Purchase of Motor Vehicles,NULL,Establishment Expenditure,General Area,Voted,21,2056,0,1,172,0,16,0,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__16,2056__0__1__172__0__16__0,2056__0__1__172__0__16__0__ee,2056__0__1__172__0__16__0__ee__ga,2056__0__1__172__0__16__0__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Maintenance,Departmental Building,Establishment Expenditure,General Area,Voted,22,2056,0,1,172,0,17,1,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__17,2056__0__1__172__0__17__1,2056__0__1__172__0__17__1__ee,2056__0__1__172__0__17__1__ee__ga,2056__0__1__172__0__17__1__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Range,NULL,Salaries,Pay,Establishment Expenditure,General Area,Voted,23,2056,0,1,1738,0,1,1,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__1738,2056__0__1__1738__0,2056__0__1__1738__0__1,2056__0__1__1738__0__1__1,2056__0__1__1738__0__1__1__ee,2056__0__1__1738__0__1__1__ee__ga,2056__0__1__1738__0__1__1__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Range,NULL,Salaries,Leave Travel Concession,Establishment Expenditure,General Area,Voted,24,2056,0,1,1738,0,1,5,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__1738,2056__0__1__1738__0,2056__0__1__1738__0__1,2056__0__1__1738__0__1__5,2056__0__1__1738__0__1__5__ee,2056__0__1__1738__0__1__5__ee__ga,2056__0__1__1738__0__1__5__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Range,NULL,Salaries,Medical Allowance,Establishment Expenditure,General Area,Voted,25,2056,0,1,1738,0,1,6,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__1738,2056__0__1__1738__0,2056__0__1__1738__0__1,2056__0__1__1738__0__1__6,2056__0__1__1738__0__1__6__ee,2056__0__1__1738__0__1__6__ee__ga,2056__0__1__1738__0__1__6__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Range,NULL,Salaries,House Rent Allowance,Establishment Expenditure,General Area,Voted,26,2056,0,1,1738,0,1,7,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__1738,2056__0__1__1738__0,2056__0__1__1738__0__1,2056__0__1__1738__0__1__7,2056__0__1__1738__0__1__7__ee,2056__0__1__1738__0__1__7__ee__ga,2056__0__1__1738__0__1__7__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Range,NULL,Salaries,Medical Reimbursement,Establishment Expenditure,General Area,Voted,27,2056,0,1,1738,0,1,8,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__1738,2056__0__1__1738__0,2056__0__1__1738__0__1,2056__0__1__1738__0__1__8,2056__0__1__1738__0__1__8__ee,2056__0__1__1738__0__1__8__ee__ga,2056__0__1__1738__0__1__8__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Range,NULL,Office Expenses,Electricity and Water Charge,Establishment Expenditure,General Area,Voted,28,2056,0,1,1738,0,4,3,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__1738,2056__0__1__1738__0,2056__0__1__1738__0__4,2056__0__1__1738__0__4__3,2056__0__1__1738__0__4__3__ee,2056__0__1__1738__0__4__3__ee__ga,2056__0__1__1738__0__4__3__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Range,NULL,Office Expenses,Others,Establishment Expenditure,General Area,Voted,29,2056,0,1,1738,0,4,99,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__1738,2056__0__1__1738__0,2056__0__1__1738__0__4,2056__0__1__1738__0__4__99,2056__0__1__1738__0__4__99__ee,2056__0__1__1738__0__4__99__ee__ga,2056__0__1__1738__0__4__99__ee__ga__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Salaries,House Rent Allowance,Establishment Expenditure,General Area,Voted,30,2056,0,101,486,0,1,7,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__1,2056__0__101__486__0__1__7,2056__0__101__486__0__1__7__ee,2056__0__101__486__0__1__7__ee__ga,2056__0__101__486__0__1__7__ee__ga__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Office Expenses,Electricity and Water Charge,Establishment Expenditure,General Area,Voted,31,2056,0,101,486,0,4,3,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__4,2056__0__101__486__0__4__3,2056__0__101__486__0__4__3__ee,2056__0__101__486__0__4__3__ee__ga,2056__0__101__486__0__4__3__ee__ga__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Office Expenses,Others,Establishment Expenditure,General Area,Voted,32,2056,0,101,486,0,4,99,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__4,2056__0__101__486__0__4__99,2056__0__101__486__0__4__99__ee,2056__0__101__486__0__4__99__ee__ga,2056__0__101__486__0__4__99__ee__ga__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,"Rents, Rates & Taxes / Royalty",Rates &Taxes,Establishment Expenditure,General Area,Voted,33,2056,0,101,486,0,6,2,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__6,2056__0__101__486__0__6__2,2056__0__101__486__0__6__2__ee,2056__0__101__486__0__6__2__ee__ga,2056__0__101__486__0__6__2__ee__ga__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Machinery and Equipment / Tools & Plants,Machinery and Equipment,Establishment Expenditure,General Area,Voted,34,2056,0,101,486,0,15,1,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__15,2056__0__101__486__0__15__1,2056__0__101__486__0__15__1__ee,2056__0__101__486__0__15__1__ee__ga,2056__0__101__486__0__15__1__ee__ga__v,jails,2019-20
Jails,NULL,Other Expenditure,Open Air Jails,NULL,Salaries,Leave Travel Concession,Establishment Expenditure,General Area,Voted,35,2056,0,800,489,0,1,5,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__800,2056__0__800__489,2056__0__800__489__0,2056__0__800__489__0__1,2056__0__800__489__0__1__5,2056__0__800__489__0__1__5__ee,2056__0__800__489__0__1__5__ee__ga,2056__0__800__489__0__1__5__ee__ga__v,jails,2019-20
Jails,NULL,Other Expenditure,Open Air Jails,NULL,Salaries,Medical Allowance,Establishment Expenditure,General Area,Voted,36,2056,0,800,489,0,1,6,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__800,2056__0__800__489,2056__0__800__489__0,2056__0__800__489__0__1,2056__0__800__489__0__1__6,2056__0__800__489__0__1__6__ee,2056__0__800__489__0__1__6__ee__ga,2056__0__800__489__0__1__6__ee__ga__v,jails,2019-20
Jails,NULL,Other Expenditure,Open Air Jails,NULL,Salaries,House Rent Allowance,Establishment Expenditure,General Area,Voted,37,2056,0,800,489,0,1,7,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__800,2056__0__800__489,2056__0__800__489__0,2056__0__800__489__0__1,2056__0__800__489__0__1__7,2056__0__800__489__0__1__7__ee,2056__0__800__489__0__1__7__ee__ga,2056__0__800__489__0__1__7__ee__ga__v,jails,2019-20
Jails,NULL,Other Expenditure,Open Air Jails,NULL,Salaries,Medical Reimbursement,Establishment Expenditure,General Area,Voted,38,2056,0,800,489,0,1,8,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__800,2056__0__800__489,2056__0__800__489__0,2056__0__800__489__0__1,2056__0__800__489__0__1__8,2056__0__800__489__0__1__8__ee,2056__0__800__489__0__1__8__ee__ga,2056__0__800__489__0__1__8__ee__ga__v,jails,2019-20
Jails,NULL,Other Expenditure,Open Air Jails,NULL,Salaries,Arrear Salary/DA,Establishment Expenditure,General Area,Voted,39,2056,0,800,489,0,1,12,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__800,2056__0__800__489,2056__0__800__489__0,2056__0__800__489__0__1,2056__0__800__489__0__1__12,2056__0__800__489__0__1__12__ee,2056__0__800__489__0__1__12__ee__ga,2056__0__800__489__0__1__12__ee__ga__v,jails,2019-20
Jails,NULL,Other Expenditure,Open Air Jails,NULL,Office Expenses,Electricity and Water Charge,Establishment Expenditure,General Area,Voted,40,2056,0,800,489,0,4,3,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__800,2056__0__800__489,2056__0__800__489__0,2056__0__800__489__0__4,2056__0__800__489__0__4__3,2056__0__800__489__0__4__3__ee,2056__0__800__489__0__4__3__ee__ga,2056__0__800__489__0__4__3__ee__ga__v,jails,2019-20
Jails,NULL,Other Expenditure,Open Air Jails,NULL,Office Expenses,Others,Establishment Expenditure,General Area,Voted,41,2056,0,800,489,0,4,99,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__800,2056__0__800__489,2056__0__800__489__0,2056__0__800__489__0__4,2056__0__800__489__0__4__99,2056__0__800__489__0__4__99__ee,2056__0__800__489__0__4__99__ee__ga,2056__0__800__489__0__4__99__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Office Expenses,Electricity and Water Charge,Establishment Expenditure,General Area,Voted,42,2056,0,1,172,0,4,3,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__4,2056__0__1__172__0__4__3,2056__0__1__172__0__4__3__ee,2056__0__1__172__0__4__3__ee__ga,2056__0__1__172__0__4__3__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Office Expenses,Others,Establishment Expenditure,General Area,Voted,43,2056,0,1,172,0,4,99,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__4,2056__0__1__172__0__4__99,2056__0__1__172__0__4__99__ee,2056__0__1__172__0__4__99__ee__ga,2056__0__1__172__0__4__99__ee__ga__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Maintenance,Departmental Building,Establishment Expenditure,General Area,Voted,44,2056,0,101,486,0,17,1,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__17,2056__0__101__486__0__17__1,2056__0__101__486__0__17__1__ee,2056__0__101__486__0__17__1__ee__ga,2056__0__101__486__0__17__1__ee__ga__v,jails,2019-20
Jails,NULL,Jail Manufacturers,NULL,NULL,Salaries,Leave Travel Concession,Establishment Expenditure,General Area,Voted,45,2056,0,102,0,0,1,5,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__102,2056__0__102__0,2056__0__102__0__0,2056__0__102__0__0__1,2056__0__102__0__0__1__5,2056__0__102__0__0__1__5__ee,2056__0__102__0__0__1__5__ee__ga,2056__0__102__0__0__1__5__ee__ga__v,jails,2019-20
Jails,NULL,Jail Manufacturers,NULL,NULL,Salaries,Medical Allowance,Establishment Expenditure,General Area,Voted,46,2056,0,102,0,0,1,6,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__102,2056__0__102__0,2056__0__102__0__0,2056__0__102__0__0__1,2056__0__102__0__0__1__6,2056__0__102__0__0__1__6__ee,2056__0__102__0__0__1__6__ee__ga,2056__0__102__0__0__1__6__ee__ga__v,jails,2019-20
Jails,NULL,Jail Manufacturers,NULL,NULL,Salaries,House Rent Allowance,Establishment Expenditure,General Area,Voted,47,2056,0,102,0,0,1,7,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__102,2056__0__102__0,2056__0__102__0__0,2056__0__102__0__0__1,2056__0__102__0__0__1__7,2056__0__102__0__0__1__7__ee,2056__0__102__0__0__1__7__ee__ga,2056__0__102__0__0__1__7__ee__ga__v,jails,2019-20
Jails,NULL,Jail Manufacturers,NULL,NULL,Salaries,Medical Reimbursement,Establishment Expenditure,General Area,Voted,48,2056,0,102,0,0,1,8,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__102,2056__0__102__0,2056__0__102__0__0,2056__0__102__0__0__1,2056__0__102__0__0__1__8,2056__0__102__0__0__1__8__ee,2056__0__102__0__0__1__8__ee__ga,2056__0__102__0__0__1__8__ee__ga__v,jails,2019-20
Jails,NULL,Jail Manufacturers,NULL,NULL,Salaries,Arrear Salary/DA,Establishment Expenditure,General Area,Voted,49,2056,0,102,0,0,1,12,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__102,2056__0__102__0,2056__0__102__0__0,2056__0__102__0__0__1,2056__0__102__0__0__1__12,2056__0__102__0__0__1__12__ee,2056__0__102__0__0__1__12__ee__ga,2056__0__102__0__0__1__12__ee__ga__v,jails,2019-20
Jails,NULL,Jail Manufacturers,NULL,NULL,Office Expenses,Others,Establishment Expenditure,General Area,Voted,50,2056,0,102,0,0,4,99,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__102,2056__0__102__0,2056__0__102__0__0,2056__0__102__0__0__4,2056__0__102__0__0__4__99,2056__0__102__0__0__4__99__ee,2056__0__102__0__0__4__99__ee__ga,2056__0__102__0__0__4__99__ee__ga__v,jails,2019-20
Jails,NULL,Jail Manufacturers,NULL,NULL,Maintenance,Departmental Building,Establishment Expenditure,General Area,Voted,51,2056,0,102,0,0,17,1,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__102,2056__0__102__0,2056__0__102__0__0,2056__0__102__0__0__17,2056__0__102__0__0__17__1,2056__0__102__0__0__17__1__ee,2056__0__102__0__0__17__1__ee__ga,2056__0__102__0__0__17__1__ee__ga__v,jails,2019-20
Jails,NULL,Other Expenditure,Open Air Jails,NULL,Maintenance,Departmental Building,Establishment Expenditure,General Area,Voted,52,2056,0,800,489,0,17,1,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__800,2056__0__800__489,2056__0__800__489__0,2056__0__800__489__0__17,2056__0__800__489__0__17__1,2056__0__800__489__0__17__1__ee,2056__0__800__489__0__17__1__ee__ga,2056__0__800__489__0__17__1__ee__ga__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Salaries,Pay,Establishment Expenditure,Karbi Anglong Non-entrusted,Voted,53,2056,0,101,486,0,1,1,EE,KN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__1,2056__0__101__486__0__1__1,2056__0__101__486__0__1__1__ee,2056__0__101__486__0__1__1__ee__kn,2056__0__101__486__0__1__1__ee__kn__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Salaries,Dearness Allowance,Establishment Expenditure,Karbi Anglong Non-entrusted,Voted,54,2056,0,101,486,0,1,2,EE,KN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__1,2056__0__101__486__0__1__2,2056__0__101__486__0__1__2__ee,2056__0__101__486__0__1__2__ee__kn,2056__0__101__486__0__1__2__ee__kn__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Salaries,Leave Travel Concession,Establishment Expenditure,Karbi Anglong Non-entrusted,Voted,55,2056,0,101,486,0,1,5,EE,KN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__1,2056__0__101__486__0__1__5,2056__0__101__486__0__1__5__ee,2056__0__101__486__0__1__5__ee__kn,2056__0__101__486__0__1__5__ee__kn__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Salaries,Medical Allowance,Establishment Expenditure,Karbi Anglong Non-entrusted,Voted,56,2056,0,101,486,0,1,6,EE,KN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__1,2056__0__101__486__0__1__6,2056__0__101__486__0__1__6__ee,2056__0__101__486__0__1__6__ee__kn,2056__0__101__486__0__1__6__ee__kn__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Salaries,House Rent Allowance,Establishment Expenditure,Karbi Anglong Non-entrusted,Voted,57,2056,0,101,486,0,1,7,EE,KN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__1,2056__0__101__486__0__1__7,2056__0__101__486__0__1__7__ee,2056__0__101__486__0__1__7__ee__kn,2056__0__101__486__0__1__7__ee__kn__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Salaries,Medical Reimbursement,Establishment Expenditure,Karbi Anglong Non-entrusted,Voted,58,2056,0,101,486,0,1,8,EE,KN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__1,2056__0__101__486__0__1__8,2056__0__101__486__0__1__8__ee,2056__0__101__486__0__1__8__ee__kn,2056__0__101__486__0__1__8__ee__kn__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Grants-in-aid General (Non-Salary),Others,Establishment Expenditure,General Area,Charged,59,2056,0,1,172,0,32,99,EE,GA,C,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__32,2056__0__1__172__0__32__99,2056__0__1__172__0__32__99__ee,2056__0__1__172__0__32__99__ee__ga,2056__0__1__172__0__32__99__ee__ga__c,jails,2019-20
Jails,NULL,Jails,District Jails,Movement of Prisons,Salaries,Pay,Establishment Expenditure,North Cachar Non-entrusted,Voted,60,2056,0,101,486,600,1,1,EE,NN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__600,2056__0__101__486__600__1,2056__0__101__486__600__1__1,2056__0__101__486__600__1__1__ee,2056__0__101__486__600__1__1__ee__nn,2056__0__101__486__600__1__1__ee__nn__v,jails,2019-20
Jails,NULL,Jails,District Jails,Movement of Prisons,Salaries,Dearness Allowance,Establishment Expenditure,North Cachar Non-entrusted,Voted,61,2056,0,101,486,600,1,2,EE,NN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__600,2056__0__101__486__600__1,2056__0__101__486__600__1__2,2056__0__101__486__600__1__2__ee,2056__0__101__486__600__1__2__ee__nn,2056__0__101__486__600__1__2__ee__nn__v,jails,2019-20
Jails,NULL,Jails,District Jails,Movement of Prisons,Salaries,Leave Travel Concession,Establishment Expenditure,North Cachar Non-entrusted,Voted,62,2056,0,101,486,600,1,5,EE,NN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__600,2056__0__101__486__600__1,2056__0__101__486__600__1__5,2056__0__101__486__600__1__5__ee,2056__0__101__486__600__1__5__ee__nn,2056__0__101__486__600__1__5__ee__nn__v,jails,2019-20
Jails,NULL,Jails,District Jails,Movement of Prisons,Salaries,Medical Allowance,Establishment Expenditure,North Cachar Non-entrusted,Voted,63,2056,0,101,486,600,1,6,EE,NN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__600,2056__0__101__486__600__1,2056__0__101__486__600__1__6,2056__0__101__486__600__1__6__ee,2056__0__101__486__600__1__6__ee__nn,2056__0__101__486__600__1__6__ee__nn__v,jails,2019-20
Jails,NULL,Jails,District Jails,Movement of Prisons,Salaries,House Rent Allowance,Establishment Expenditure,North Cachar Non-entrusted,Voted,64,2056,0,101,486,600,1,7,EE,NN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__600,2056__0__101__486__600__1,2056__0__101__486__600__1__7,2056__0__101__486__600__1__7__ee,2056__0__101__486__600__1__7__ee__nn,2056__0__101__486__600__1__7__ee__nn__v,jails,2019-20
Jails,NULL,Jails,District Jails,Movement of Prisons,Salaries,Medical Reimbursement,Establishment Expenditure,North Cachar Non-entrusted,Voted,65,2056,0,101,486,600,1,8,EE,NN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__600,2056__0__101__486__600__1,2056__0__101__486__600__1__8,2056__0__101__486__600__1__8__ee,2056__0__101__486__600__1__8__ee__nn,2056__0__101__486__600__1__8__ee__nn__v,jails,2019-20
Jails,NULL,Jails,District Jails,Movement of Prisons,Salaries,Hill Allowance,Establishment Expenditure,North Cachar Non-entrusted,Voted,66,2056,0,101,486,600,1,19,EE,NN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__600,2056__0__101__486__600__1,2056__0__101__486__600__1__19,2056__0__101__486__600__1__19__ee,2056__0__101__486__600__1__19__ee__nn,2056__0__101__486__600__1__19__ee__nn__v,jails,2019-20
Jails,NULL,Jails,District Jails,Movement of Prisons,Office Expenses,Electricity and Water Charge,Establishment Expenditure,North Cachar Non-entrusted,Voted,67,2056,0,101,486,600,4,3,EE,NN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__600,2056__0__101__486__600__4,2056__0__101__486__600__4__3,2056__0__101__486__600__4__3__ee,2056__0__101__486__600__4__3__ee__nn,2056__0__101__486__600__4__3__ee__nn__v,jails,2019-20
Jails,NULL,Jails,District Jails,Movement of Prisons,Office Expenses,Others,Establishment Expenditure,North Cachar Non-entrusted,Voted,68,2056,0,101,486,600,4,99,EE,NN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__600,2056__0__101__486__600__4,2056__0__101__486__600__4__99,2056__0__101__486__600__4__99__ee,2056__0__101__486__600__4__99__ee__nn,2056__0__101__486__600__4__99__ee__nn__v,jails,2019-20
Jails,NULL,Jails,District Jails,Movement of Prisons,Maintenance,Departmental Building,Establishment Expenditure,North Cachar Non-entrusted,Voted,69,2056,0,101,486,600,17,1,EE,NN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__600,2056__0__101__486__600__17,2056__0__101__486__600__17__1,2056__0__101__486__600__17__1__ee,2056__0__101__486__600__17__1__ee__nn,2056__0__101__486__600__17__1__ee__nn__v,jails,2019-20
